79,6,0,0,216,224,0
80,6,0,0,216,219,0
81,6,0,0,211,218,0
82,6,0,0,213,218,0
83,6,0,0,211,219,0
84,6,0,0,217,224,0
85,6,0,0,217,223,0
86,6,0,0,216,223,0
87,6,0,0,211,217,0
88,6,0,0,214,223,0
89,6,0,0,212,218,0
90,6,0,0,217,223,0
91,6,0,0,216,219,0
92,6,0,0,212,217,0
93,6,0,0,216,223,0
94,6,0,0,211,219,0
95,6,0,0,212,218,0
96,6,0,0,217,222,0
97,6,0,0,216,223,0
98,6,0,0,216,224,0
99,6,0,0,216,224,0
100,6,0,0,211,218,0
101,6,0,0,215,223,0
102,6,0,0,211,218,0
103,6,0,0,211,218,0
104,6,0,0,213,217,0
105,6,0,0,211,218,0
106,6,0,0,216,224,0
107,6,0,0,213,217,0
108,6,0,0,216,223,0
109,6,0,0,212,223,0
110,6,0,0,211,221,0
111,6,0,0,213,217,0
112,6,0,0,214,222,0
113,6,0,0,216,224,0
114,6,0,0,210,217,0
115,6,0,0,214,222,0
116,6,0,0,215,223,0
117,6,0,0,213,223,0
118,7,0,0,0,218,0
119,6,0,0,217,225,0
120,6,0,0,211,218,0
121,6,0,0,211,221,0
122,6,0,0,211,220,0
123,6,0,0,210,218,0
124,6,0,0,211,221,0
125,6,0,0,212,220,0
126,8,180,0,0,224,227
127,8,0,0,0,221,228
128,8,0,0,0,217,222
129,8,0,0,0,222,225
130,0,170,205,214,222,224
131,8,0,0,0,220,0
132,7,0,0,0,208,0
133,6,0,0,217,222,0
134,6,0,206,213,218,180
135,6,0,0,218,220,0
136,0,155,207,215,219,179
137,6,0,0,219,223,0
138,6,0,0,213,217,179
139,6,0,0,215,219,179
140,6,0,0,221,223,0
141,6,0,205,213,218,179
142,6,0,0,215,218,0
143,6,0,0,221,223,0
144,6,0,0,213,218,182
145,3,0,82,0,0,0
146,3,0,84,0,0,0
147,3,0,85,0,0,0
148,3,0,84,0,0,0
149,6,0,0,221,224,0
150,6,0,0,213,218,182
151,6,0,0,206,214,0
152,6,0,0,207,218,0
153,0,108,170,106,190,130
154,6,0,0,214,211,0
155,6,0,0,213,211,0
156,6,0,0,210,212,0
157,6,0,0,209,208,0
158,0,156,208,218,222,0
159,6,0,0,220,222,0
160,0,155,208,217,221,0
161,6,0,0,219,222,0
162,6,0,0,214,219,180
163,0,0,0,222,223,0
164,0,154,207,219,221,0
165,6,0,0,214,221,0
166,0,155,208,219,221,0
167,6,0,0,215,219,0
168,6,0,0,214,220,0
169,6,0,0,222,223,0
170,0,153,208,220,222,0
171,6,0,0,222,224,0
172,0,155,208,217,222,0
173,6,0,209,215,219,183
174,0,161,205,216,204,145
175,0,161,208,221,211,150
176,0,164,210,216,217,159
177,0,165,209,221,222,0
178,4,0,204,191,0,0
179,4,0,204,217,0,0
180,4,0,203,212,0,0
181,4,0,207,218,0,0
182,4,0,207,214,0,0
183,4,0,203,211,0,0
184,4,0,207,217,0,0
185,4,0,204,217,0,0
186,4,0,203,216,0,0
187,4,0,203,212,0,0
188,4,0,202,214,0,0
189,4,0,208,217,0,0
190,4,0,202,214,0,0
191,4,0,208,218,0,0
192,4,0,206,214,0,0
193,4,0,209,217,0,0
194,4,0,203,212,0,0
195,4,0,204,218,0,0
196,4,0,208,216,0,0
197,4,0,203,211,0,0
198,4,0,209,218,0,0
199,4,0,206,212,0,0
200,4,0,201,212,0,0
201,4,0,207,217,0,0
202,4,0,208,217,0,0
203,4,0,202,213,0,0
204,4,0,208,217,0,0
205,4,0,202,216,0,0
206,4,0,208,218,0,0
207,4,0,207,213,0,0
208,4,0,204,216,0,0
209,4,0,206,217,0,0
210,4,0,208,217,0,0
211,4,0,208,216,0,0
212,4,0,203,211,0,0
213,4,0,203,211,0,0
214,4,0,207,217,0,0
215,4,0,207,217,0,0
216,4,0,207,218,0,0
217,4,0,201,212,0,0
218,4,0,207,215,0,0
219,4,0,208,216,0,0
220,4,0,208,214,0,0
221,4,0,209,218,0,0
222,4,0,207,215,0,0
223,4,0,208,217,0,0
224,4,0,208,219,0,0
225,4,0,203,211,0,0
226,4,0,205,212,0,0
227,4,0,209,219,0,0
228,4,0,202,214,0,0
229,4,0,207,218,0,0
230,4,0,208,215,0,0
231,4,0,202,211,0,0
232,4,0,203,217,0,0
233,4,0,207,214,0,0
234,4,0,206,217,0,0
235,4,0,208,217,0,0
236,4,0,205,212,0,0
237,4,0,209,218,0,0
238,4,0,203,211,0,0
239,4,0,208,218,0,0
240,4,0,203,212,0,0
241,4,0,209,217,0,0
242,4,0,204,212,0,0
243,4,0,203,215,0,0
244,4,0,207,218,0,0
245,4,0,201,212,0,0
246,4,0,204,216,0,0
247,4,0,207,218,0,0
248,4,0,206,212,0,0
249,4,0,202,213,0,0
250,4,0,202,215,0,0
251,4,0,208,218,0,0
252,4,0,208,215,0,0
253,6,166,203,214,205,150
254,5,0,0,190,0,0
255,5,0,0,213,0,0
256,5,0,0,212,0,0
257,5,0,0,214,0,0
258,5,0,0,211,0,0
259,5,0,0,215,0,0
260,5,0,0,209,0,0
261,5,0,0,214,0,0
262,5,0,0,210,0,0
263,5,0,0,214,0,0
264,5,0,0,215,0,0
265,5,0,0,213,0,0
266,5,0,0,209,0,0
267,5,0,0,216,0,0
268,5,0,0,213,0,0
269,5,0,0,214,0,0
270,5,0,0,215,0,0
271,5,0,0,215,0,0
272,5,0,0,210,0,0
273,5,0,0,209,0,0
274,5,0,0,212,0,0
275,5,0,0,209,0,0
276,5,0,0,209,0,0
277,5,0,0,215,0,0
278,5,0,0,214,0,0
279,5,0,0,215,0,0
280,5,0,0,215,0,0
281,5,0,0,215,0,0
282,5,0,0,214,0,0
283,5,0,0,209,0,0
284,5,0,0,211,0,0
285,5,0,0,215,0,0
286,5,0,0,209,0,0
287,5,0,0,215,0,0
288,5,0,0,215,0,0
289,5,0,0,214,0,0
290,5,0,0,211,0,0
291,5,0,0,210,0,0
292,5,0,0,209,0,0
293,5,0,0,212,0,0
294,5,0,0,209,0,0
295,5,0,0,105,0,0
296,5,0,0,22,0,0
297,5,0,0,23,0,0
298,5,0,0,23,0,0
299,5,0,0,24,0,0
300,5,0,0,22,0,0
301,5,0,0,30,0,0
302,5,0,0,27,0,0
303,5,0,0,28,0,0
304,5,0,0,27,0,0
305,5,0,0,27,0,0
306,5,0,0,27,0,0
307,5,0,0,61,0,0
308,5,0,0,76,0,0
309,5,0,0,74,0,0
310,5,0,0,74,0,0
311,5,0,0,64,0,0
312,5,0,0,41,0,0
313,5,0,0,25,0,0
314,5,0,0,19,0,0
315,5,0,0,13,0,0
316,5,0,0,20,0,0
317,5,0,0,33,0,0
318,5,0,0,43,0,0
319,5,0,0,27,0,0
320,5,0,0,17,0,0
321,5,0,0,22,0,0
322,5,0,0,23,0,0
323,5,0,0,20,0,0
324,5,0,0,21,0,0
325,5,0,0,20,0,0
326,5,0,0,20,0,0
327,5,0,0,19,0,0
328,5,0,0,20,0,0
329,5,0,0,20,0,0
330,5,0,0,24,0,0
331,0,1,1,2,1,1
332,5,0,0,19,0,0
333,5,0,0,43,0,0
334,5,0,0,15,0,0
335,0,1,1,2,2,1
336,5,0,0,14,0,0
337,5,0,0,47,0,0
338,4,0,36,37,0,0
339,4,0,42,34,0,0
340,4,0,49,43,0,0
341,3,0,54,0,0,0
342,4,0,40,34,0,0
343,3,0,47,0,0,0
344,3,0,59,0,0,0
345,4,0,16,19,0,0
346,4,0,23,29,0,0
347,4,0,22,28,0,0
348,4,0,22,27,0,0
349,4,0,20,25,0,0
350,5,0,0,184,0,0
351,5,0,0,148,0,0
352,5,0,0,212,0,0
353,5,0,0,214,0,0
354,5,0,0,214,0,0
355,5,0,0,212,0,0
356,5,0,0,217,0,0
357,5,0,0,212,0,0
358,5,0,0,217,0,0
359,5,0,0,213,0,0
360,5,0,0,214,0,0
361,5,0,0,218,0,0
362,5,0,0,215,0,0
363,5,0,0,216,0,0
364,5,0,0,212,0,0
365,5,0,0,219,0,0
366,5,0,0,217,0,0
367,5,0,0,216,0,0
368,5,0,0,212,0,0
369,5,0,0,215,0,0
370,5,0,0,218,0,0
371,5,0,0,212,0,0
372,5,0,0,215,0,0
373,5,0,0,212,0,0
374,5,0,0,217,0,0
375,5,0,0,219,0,0
376,5,0,0,214,0,0
377,5,0,0,214,0,0
378,5,0,0,217,0,0
379,5,0,0,212,0,0
380,5,0,0,214,0,0
381,5,0,0,214,0,0
382,5,0,0,216,0,0
383,5,0,0,217,0,0
384,5,0,0,214,0,0
385,5,0,0,215,0,0
386,5,0,0,213,0,0
387,5,0,0,219,0,0
388,5,0,0,215,0,0
389,5,0,0,215,0,0
390,5,0,0,220,0,0
391,5,0,0,219,0,0
392,5,0,0,215,0,0
393,5,0,0,219,0,0
394,5,0,0,215,0,0
395,5,0,0,213,0,0
396,5,0,0,212,0,0
397,5,0,0,212,0,0
398,5,0,0,213,0,0
399,5,0,0,215,0,0
400,5,0,0,213,0,0
401,5,0,0,216,0,0
402,5,0,0,213,0,0
403,5,0,0,214,0,0
404,5,0,0,216,0,0
405,5,0,0,219,0,0
406,5,0,0,219,0,0
407,5,0,0,213,0,0
408,5,0,0,212,0,0
409,5,0,0,167,0,0
410,5,0,0,174,0,0
411,5,0,0,119,0,0
412,5,0,0,147,0,0
413,5,0,0,148,0,0
414,5,0,0,149,0,0
415,5,0,0,148,0,0
416,5,0,0,147,0,0
417,5,0,0,147,0,0
418,5,0,0,146,0,0
419,5,0,0,149,0,0
420,5,0,0,148,0,0
421,5,0,0,147,0,0
422,5,0,0,146,0,0
423,5,0,0,148,0,0
424,5,0,0,145,0,0
425,5,0,0,146,0,0
426,5,0,0,147,0,0
427,5,0,0,149,0,0
428,5,0,0,147,0,0
429,5,0,0,146,0,0
430,5,0,0,148,0,0
431,5,0,0,145,0,0
432,5,0,0,146,0,0
433,5,0,0,148,0,0
434,5,0,0,147,0,0
435,5,0,0,147,0,0
436,5,0,0,146,0,0
437,5,0,0,147,0,0
438,5,0,0,146,0,0
439,5,0,0,147,0,0
440,5,0,0,148,0,0
441,5,0,0,148,0,0
442,5,0,0,146,0,0
443,5,0,0,149,0,0
444,5,0,0,147,0,0
445,5,0,0,146,0,0
446,5,0,0,146,0,0
447,5,0,0,147,0,0
448,5,0,0,149,0,0
449,5,0,0,148,0,0
450,5,0,0,148,0,0
451,5,0,0,146,0,0
452,5,0,0,148,0,0
453,5,0,0,147,0,0
454,5,0,0,148,0,0
455,5,0,0,148,0,0
456,5,0,0,148,0,0
457,5,0,0,146,0,0
458,5,0,0,146,0,0
459,5,0,0,145,0,0
460,5,0,0,146,0,0
461,5,0,0,147,0,0
462,5,0,0,145,0,0
463,5,0,0,146,0,0
464,5,0,0,149,0,0
465,5,0,0,145,0,0
466,5,0,0,147,0,0
467,5,0,0,148,0,0
468,5,0,0,148,0,0
469,5,0,0,147,0,0
470,5,0,0,148,0,0
471,5,0,0,147,0,0
472,5,0,0,147,0,0
473,5,0,0,146,0,0
474,5,0,0,145,0,0
475,5,0,0,145,0,0
476,5,0,0,146,0,0
477,5,0,0,148,0,0
478,5,0,0,149,0,0
479,5,0,0,148,0,0
480,5,0,0,146,0,0
481,5,0,0,148,0,0
482,5,0,0,147,0,0
483,5,0,0,147,0,0
484,5,0,0,149,0,0
485,5,0,0,148,0,0
486,5,0,0,149,0,0
487,5,0,0,146,0,0
488,5,0,0,146,0,0
489,5,0,0,148,0,0
490,5,0,0,149,0,0
491,5,0,0,150,0,0
492,5,0,0,151,0,0
493,5,0,0,95,0,0
494,5,0,0,94,0,0
495,5,0,0,93,0,0
496,5,0,0,92,0,0
497,5,0,0,93,0,0
498,5,0,0,94,0,0
499,5,0,0,94,0,0
500,5,0,0,92,0,0
501,5,0,0,93,0,0
502,5,0,0,92,0,0
503,5,0,0,93,0,0
504,5,0,0,93,0,0
505,5,0,0,92,0,0
506,5,0,0,93,0,0
507,5,0,0,93,0,0
508,5,0,0,94,0,0
509,5,0,0,94,0,0
510,5,0,0,93,0,0
511,5,0,0,93,0,0
512,5,0,0,94,0,0
513,5,0,0,93,0,0
514,5,0,0,93,0,0
515,5,0,0,92,0,0
516,5,0,0,94,0,0
517,5,0,0,92,0,0
518,5,0,0,94,0,0
519,5,0,0,94,0,0
520,5,0,0,92,0,0
521,5,0,0,93,0,0
522,5,0,0,92,0,0
523,5,0,0,92,0,0
524,5,0,0,92,0,0
525,5,0,0,94,0,0
526,5,0,0,94,0,0
527,5,0,0,93,0,0
528,5,0,0,92,0,0
529,5,0,0,94,0,0
530,5,0,0,94,0,0
531,5,0,0,93,0,0
532,5,0,0,92,0,0
533,5,0,0,93,0,0
534,5,0,0,92,0,0
535,5,0,0,93,0,0
536,5,0,0,93,0,0
537,5,0,0,92,0,0
538,5,0,0,94,0,0
539,5,0,0,92,0,0
540,5,0,0,94,0,0
541,5,0,0,92,0,0
542,5,0,0,93,0,0
543,5,0,0,93,0,0
544,5,0,0,94,0,0
545,5,0,0,94,0,0
546,5,0,0,94,0,0
547,5,0,0,93,0,0
548,5,0,0,92,0,0
549,5,0,0,93,0,0
550,5,0,0,93,0,0
551,5,0,0,94,0,0
552,5,0,0,93,0,0
553,5,0,0,94,0,0
554,5,0,0,93,0,0
555,5,0,0,92,0,0
556,5,0,0,92,0,0
557,5,0,0,92,0,0
558,5,0,0,94,0,0
559,5,0,0,94,0,0
560,5,0,0,92,0,0
561,5,0,0,93,0,0
562,5,0,0,93,0,0
563,5,0,0,94,0,0
564,5,0,0,92,0,0
565,5,0,0,92,0,0
566,5,0,0,92,0,0
567,5,0,0,94,0,0
568,5,0,0,70,0,0
569,5,0,0,70,0,0
570,5,0,0,89,0,0
571,5,0,0,89,0,0
572,5,0,0,88,0,0
573,5,0,0,88,0,0
574,5,0,0,88,0,0
575,5,0,0,89,0,0
576,5,0,0,88,0,0
577,5,0,0,89,0,0
578,5,0,0,88,0,0
579,5,0,0,89,0,0
580,5,0,0,88,0,0
581,5,0,0,88,0,0
582,5,0,0,88,0,0
583,5,0,0,88,0,0
584,5,0,0,89,0,0
585,5,0,0,87,0,0
586,5,0,0,88,0,0
587,5,0,0,89,0,0
588,5,0,0,89,0,0
589,5,0,0,89,0,0
590,5,0,0,87,0,0
591,5,0,0,88,0,0
592,5,0,0,88,0,0
593,5,0,0,89,0,0
594,5,0,0,89,0,0
595,5,0,0,88,0,0
596,5,0,0,88,0,0
597,5,0,0,88,0,0
598,5,0,0,89,0,0
599,5,0,0,88,0,0
600,5,0,0,88,0,0
601,5,0,0,89,0,0
602,5,0,0,88,0,0
603,5,0,0,88,0,0
604,5,0,0,89,0,0
605,5,0,0,67,0,0
606,5,0,0,54,0,0
607,5,0,0,52,0,0
608,5,0,0,71,0,0
609,5,0,0,71,0,0
610,5,0,0,71,0,0
611,5,0,0,71,0,0
612,5,0,0,71,0,0
613,5,0,0,70,0,0
614,5,0,0,71,0,0
615,5,0,0,71,0,0
616,5,0,0,70,0,0
617,5,0,0,70,0,0
618,5,0,0,71,0,0
619,5,0,0,71,0,0
620,5,0,0,71,0,0
621,5,0,0,70,0,0
622,5,0,0,70,0,0
623,5,0,0,70,0,0
624,5,0,0,70,0,0
625,5,0,0,70,0,0
626,5,0,0,70,0,0
627,5,0,0,71,0,0
628,5,0,0,70,0,0
629,5,0,0,71,0,0
630,5,0,0,70,0,0
631,5,0,0,71,0,0
632,5,0,0,71,0,0
633,5,0,0,70,0,0
634,5,0,0,71,0,0
635,5,0,0,70,0,0
636,5,0,0,71,0,0
637,5,0,0,71,0,0
638,5,0,0,70,0,0
639,5,0,0,70,0,0
640,5,0,0,70,0,0
641,5,0,0,70,0,0
642,5,0,0,70,0,0
643,5,0,0,70,0,0
644,5,0,0,71,0,0
645,5,0,0,71,0,0
646,5,0,0,70,0,0
647,5,0,0,71,0,0
648,5,0,0,70,0,0
649,5,0,0,71,0,0
650,5,0,0,71,0,0
651,5,0,0,70,0,0
652,5,0,0,70,0,0
653,5,0,0,71,0,0
654,5,0,0,70,0,0
655,5,0,0,51,0,0
656,5,0,0,63,0,0
657,5,0,0,47,0,0
658,5,0,0,61,0,0
659,5,0,0,61,0,0
660,5,0,0,60,0,0
661,5,0,0,60,0,0
662,5,0,0,59,0,0
663,5,0,0,60,0,0
664,5,0,0,59,0,0
665,5,0,0,59,0,0
666,5,0,0,59,0,0
667,5,0,0,59,0,0
668,5,0,0,59,0,0
669,5,0,0,60,0,0
670,5,0,0,59,0,0
671,5,0,0,59,0,0
672,5,0,0,59,0,0
673,5,0,0,59,0,0
674,5,0,0,59,0,0
675,5,0,0,59,0,0
676,5,0,0,59,0,0
677,5,0,0,59,0,0
678,5,0,0,60,0,0
679,5,0,0,59,0,0
680,5,0,0,59,0,0
681,5,0,0,60,0,0
682,5,0,0,60,0,0
683,5,0,0,59,0,0
684,5,0,0,59,0,0
685,5,0,0,60,0,0
686,5,0,0,59,0,0
687,5,0,0,59,0,0
688,5,0,0,59,0,0
689,5,0,0,59,0,0
690,5,0,0,59,0,0
691,5,0,0,60,0,0
692,5,0,0,60,0,0
693,5,0,0,60,0,0
694,5,0,0,60,0,0
695,5,0,0,60,0,0
696,5,0,0,59,0,0
697,5,0,0,60,0,0
698,5,0,0,59,0,0
699,5,0,0,59,0,0
700,5,0,0,60,0,0
701,5,0,0,60,0,0
702,5,0,0,59,0,0
703,5,0,0,59,0,0
704,5,0,0,60,0,0
705,5,0,0,60,0,0
706,5,0,0,59,0,0
707,5,0,0,60,0,0
708,5,0,0,60,0,0
709,5,0,0,60,0,0
710,5,0,0,60,0,0
711,5,0,0,60,0,0
712,5,0,0,62,0,0
713,5,0,0,62,0,0
714,5,0,0,60,0,0
715,5,0,0,60,0,0
716,5,0,0,59,0,0
717,5,0,0,60,0,0
718,5,0,0,60,0,0
719,5,0,0,61,0,0
720,5,0,0,60,0,0
721,5,0,0,60,0,0
722,5,0,0,60,0,0
723,5,0,0,60,0,0
724,5,0,0,59,0,0
725,5,0,0,59,0,0
726,5,0,0,59,0,0
727,5,0,0,57,0,0
728,5,0,0,40,0,0
729,5,0,0,38,0,0
730,5,0,0,37,0,0
731,5,0,0,46,0,0
732,5,0,0,32,0,0
733,5,0,0,29,0,0
734,5,0,0,47,0,0
735,5,0,0,47,0,0
736,5,0,0,47,0,0
737,5,0,0,47,0,0
738,5,0,0,47,0,0
739,5,0,0,47,0,0
740,5,0,0,47,0,0
741,5,0,0,47,0,0
742,5,0,0,47,0,0
743,5,0,0,47,0,0
744,5,0,0,47,0,0
745,5,0,0,47,0,0
746,5,0,0,46,0,0
747,5,0,0,47,0,0
748,5,0,0,47,0,0
749,5,0,0,47,0,0
750,5,0,0,47,0,0
751,5,0,0,47,0,0
752,5,0,0,47,0,0
753,5,0,0,47,0,0
754,5,0,0,47,0,0
755,5,0,0,47,0,0
756,5,0,0,47,0,0
757,5,0,0,47,0,0
758,5,0,0,46,0,0
759,5,0,0,47,0,0
760,5,0,0,47,0,0
761,5,0,0,47,0,0
762,5,0,0,47,0,0
763,5,0,0,46,0,0
764,5,0,0,47,0,0
765,5,0,0,47,0,0
766,5,0,0,47,0,0
767,5,0,0,46,0,0
768,5,0,0,47,0,0
769,5,0,0,47,0,0
770,5,0,0,47,0,0
771,5,0,0,47,0,0
772,5,0,0,46,0,0
773,5,0,0,47,0,0
774,5,0,0,47,0,0
775,5,0,0,47,0,0
776,5,0,0,47,0,0
777,5,0,0,47,0,0
778,5,0,0,47,0,0
779,5,0,0,47,0,0
780,5,0,0,46,0,0
781,5,0,0,47,0,0
782,5,0,0,47,0,0
783,5,0,0,46,0,0
784,5,0,0,46,0,0
785,5,0,0,47,0,0
786,5,0,0,47,0,0
787,5,0,0,47,0,0
788,5,0,0,46,0,0
789,5,0,0,46,0,0
790,5,0,0,46,0,0
791,5,0,0,47,0,0
792,5,0,0,47,0,0
793,5,0,0,47,0,0
794,5,0,0,47,0,0
795,5,0,0,47,0,0
796,5,0,0,47,0,0
797,5,0,0,46,0,0
798,5,0,0,47,0,0
799,5,0,0,46,0,0
800,5,0,0,46,0,0
801,5,0,0,46,0,0
802,5,0,0,47,0,0
803,5,0,0,47,0,0
804,5,0,0,46,0,0
805,5,0,0,47,0,0
806,5,0,0,46,0,0
807,5,0,0,47,0,0
808,5,0,0,47,0,0
809,5,0,0,47,0,0
810,5,0,0,47,0,0
811,5,0,0,47,0,0
812,5,0,0,47,0,0
813,5,0,0,47,0,0
814,5,0,0,47,0,0
815,5,0,0,47,0,0
816,5,0,0,47,0,0
817,5,0,0,47,0,0
818,5,0,0,46,0,0
819,5,0,0,47,0,0
820,5,0,0,47,0,0
821,5,0,0,46,0,0
822,5,0,0,47,0,0
823,5,0,0,47,0,0
824,5,0,0,46,0,0
825,5,0,0,47,0,0
826,5,0,0,47,0,0
827,5,0,0,46,0,0
828,5,0,0,46,0,0
829,5,0,0,47,0,0
830,5,0,0,47,0,0
831,5,0,0,46,0,0
832,5,0,0,46,0,0
833,5,0,0,46,0,0
834,5,0,0,47,0,0
835,5,0,0,46,0,0
836,5,0,0,47,0,0
837,5,0,0,47,0,0
838,5,0,0,42,0,0
839,5,0,0,39,0,0
840,5,0,0,38,0,0
841,5,0,0,55,0,0
842,5,0,0,55,0,0
843,5,0,0,55,0,0
844,5,0,0,56,0,0
845,5,0,0,55,0,0
846,5,0,0,55,0,0
847,5,0,0,56,0,0
848,5,0,0,55,0,0
849,5,0,0,55,0,0
850,5,0,0,55,0,0
851,5,0,0,55,0,0
852,5,0,0,55,0,0
853,5,0,0,55,0,0
854,5,0,0,55,0,0
855,5,0,0,55,0,0
856,5,0,0,55,0,0
857,5,0,0,55,0,0
858,5,0,0,56,0,0
859,5,0,0,55,0,0
860,5,0,0,55,0,0
861,5,0,0,55,0,0
862,5,0,0,55,0,0
863,5,0,0,55,0,0
864,5,0,0,55,0,0
865,5,0,0,55,0,0
866,5,0,0,55,0,0
867,5,0,0,55,0,0
868,5,0,0,55,0,0
869,5,0,0,56,0,0
870,5,0,0,55,0,0
871,5,0,0,55,0,0
872,5,0,0,55,0,0
873,5,0,0,55,0,0
874,5,0,0,55,0,0
875,5,0,0,55,0,0
876,5,0,0,56,0,0
877,5,0,0,55,0,0
878,5,0,0,55,0,0
879,5,0,0,56,0,0
880,5,0,0,55,0,0
881,5,0,0,55,0,0
882,5,0,0,55,0,0
883,5,0,0,56,0,0
884,5,0,0,56,0,0
885,5,0,0,54,0,0
886,5,0,0,54,0,0
887,5,0,0,55,0,0
888,5,0,0,54,0,0
889,5,0,0,55,0,0
890,5,0,0,55,0,0
891,5,0,0,56,0,0
892,5,0,0,56,0,0
893,5,0,0,55,0,0
894,5,0,0,56,0,0
895,5,0,0,55,0,0
896,5,0,0,55,0,0
897,5,0,0,56,0,0
898,5,0,0,56,0,0
899,5,0,0,56,0,0
900,5,0,0,56,0,0
901,5,0,0,55,0,0
902,5,0,0,39,0,0
903,5,0,0,40,0,0
904,5,0,0,47,0,0
905,5,0,0,47,0,0
906,5,0,0,47,0,0
907,5,0,0,48,0,0
908,5,0,0,47,0,0
909,5,0,0,47,0,0
910,5,0,0,48,0,0
911,5,0,0,47,0,0
912,5,0,0,47,0,0
913,5,0,0,47,0,0
914,5,0,0,47,0,0
915,5,0,0,47,0,0
916,5,0,0,47,0,0
917,5,0,0,47,0,0
918,5,0,0,47,0,0
919,5,0,0,47,0,0
920,5,0,0,47,0,0
921,5,0,0,47,0,0
922,5,0,0,47,0,0
923,5,0,0,47,0,0
924,5,0,0,47,0,0
925,5,0,0,48,0,0
926,5,0,0,47,0,0
927,5,0,0,47,0,0
928,5,0,0,47,0,0
929,5,0,0,47,0,0
930,5,0,0,47,0,0
931,5,0,0,47,0,0
932,5,0,0,47,0,0
933,5,0,0,47,0,0
934,5,0,0,47,0,0
935,5,0,0,47,0,0
936,5,0,0,47,0,0
937,5,0,0,47,0,0
938,5,0,0,47,0,0
939,5,0,0,47,0,0
940,5,0,0,47,0,0
941,5,0,0,47,0,0
942,5,0,0,48,0,0
943,5,0,0,47,0,0
944,5,0,0,47,0,0
945,5,0,0,48,0,0
946,5,0,0,47,0,0
947,5,0,0,47,0,0
948,5,0,0,47,0,0
949,5,0,0,47,0,0
950,5,0,0,47,0,0
951,5,0,0,47,0,0
952,5,0,0,48,0,0
953,5,0,0,47,0,0
954,5,0,0,48,0,0
955,5,0,0,47,0,0
956,5,0,0,47,0,0
957,5,0,0,47,0,0
958,5,0,0,47,0,0
959,5,0,0,47,0,0
960,5,0,0,47,0,0
961,5,0,0,47,0,0
962,5,0,0,47,0,0
963,5,0,0,47,0,0
964,5,0,0,47,0,0
965,5,0,0,47,0,0
966,5,0,0,47,0,0
967,5,0,0,47,0,0
968,5,0,0,47,0,0
969,5,0,0,47,0,0
970,5,0,0,47,0,0
971,5,0,0,47,0,0
972,5,0,0,47,0,0
973,5,0,0,47,0,0
974,5,0,0,47,0,0
975,5,0,0,47,0,0
976,5,0,0,47,0,0
977,5,0,0,47,0,0
978,5,0,0,47,0,0
979,5,0,0,47,0,0
980,5,0,0,47,0,0
981,5,0,0,47,0,0
982,5,0,0,47,0,0
983,5,0,0,47,0,0
984,5,0,0,47,0,0
985,5,0,0,47,0,0
986,5,0,0,47,0,0
987,5,0,0,47,0,0
988,5,0,0,47,0,0
989,5,0,0,47,0,0
990,5,0,0,47,0,0
991,5,0,0,47,0,0
992,5,0,0,46,0,0
993,5,0,0,46,0,0
994,5,0,0,46,0,0
995,5,0,0,46,0,0
996,5,0,0,46,0,0
997,5,0,0,46,0,0
998,5,0,0,44,0,0
999,5,0,0,46,0,0
